ensgene	symbol	m7_d5_nutri_1	m7_d5_nutri_2	m7_d5_nutri_3	m7_d5_nutri_4	Rap_d1_nutri_1	Rap_d1_nutri_2	Rap_d1_nutri_3	Rap_d1_nutri_4	Ric_d5_nutri_1	Ric_d5_nutri_2	Ric_d5_nutri_3	Ric_d5_nutri_4	v_d4_nutri_1	v_d4_nutri_2	v_d4_nutri_3	v_d4_nutri_4
ENSG00000142632	ARHGEF19	224	233	241	222	216	261	197	241	442	305	450	418	372	305	404	476
ENSG00000234593	AL359873.1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000162490	DRAXIN	5	1	0	1	2	6	4	8	5	4	5	5	9	2	10	34
ENSG00000158292	GPR153	32	17	26	19	5	7	8	0	20	13	14	14	14	26	17	35
ENSG00000270605	AL353622.1	4	4	4	4	1	4	3	0	4	3	12	5	3	0	8	2
ENSG00000238199	UBE2V2P3	2	1	1	9	9	14	6	9	17	6	10	16	7	6	9	3
ENSG00000142733	MAP3K6	104	92	101	52	60	67	34	41	141	95	116	96	69	79	113	125
ENSG00000189337	KAZN	23	24	20	11	0	0	0	0	0	0	1	0	0	4	0	0
ENSG00000270601	PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233268	AL691449.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232912	AL096855.1	0	2	0	1	0	1	1	0	4	2	2	2	0	4	2	0
ENSG00000235084	CHCHD2P6	89	64	133	95	114	119	76	104	105	78	142	205	100	79	91	102
ENSG00000235143	AL445235.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225478	AL031737.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225077	LINC00337	26	24	32	36	31	36	33	29	72	45	113	100	55	57	51	85
ENSG00000028137	TNFRSF1B	106	67	81	55	25	26	14	28	311	219	413	278	300	287	313	363
ENSG00000223944	AL353604.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238249	HMGN2P17	70	72	82	58	118	106	112	118	93	77	133	116	97	78	104	138
ENSG00000187952	HS6ST1P1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ENSG00000237938	AL450998.3	44	66	30	44	30	20	14	41	61	26	53	33	63	49	83	69
ENSG00000227409	ZMYM4-AS1	1	0	0	1	1	3	7	1	0	1	0	6	0	0	0	0
ENSG00000204464	C1orf195	1	0	0	0	0	0	0	0	6	2	0	3	2	1	1	0
ENSG00000233372	AL137076.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162460	TMEM82	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000283259	AC242022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142687	KIAA0319L	5129	4800	5707	4397	2749	3100	3133	2919	6019	3920	6367	5069	4928	3728	4526	4805
ENSG00000284543	LINC01226	0	1	0	1	0	0	2	0	1	2	1	0	1	0	2	1
ENSG00000226166	AC244670.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130939	UBE4B	2290	2394	2391	1970	1443	1432	706	1625	5609	3605	6162	4859	3500	2689	3347	3660
ENSG00000236216	PPP1R11P1	21	34	44	27	38	33	37	33	41	23	50	29	33	15	34	39
ENSG00000175147	TMEM51-AS1	7	3	5	10	1	1	1	0	10	8	4	1	2	2	5	2
ENSG00000236266	Z98884.1	0	0	0	1	2	3	0	0	0	1	5	6	0	1	0	0
ENSG00000127472	PLA2G5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231103	PRAMEF30P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000060656	PTPRU	31	49	52	24	1	3	0	1	19	9	18	12	40	35	40	39
ENSG00000163867	ZMYM6	72	37	18	72	162	217	110	132	43	79	179	301	59	8	20	10
ENSG00000232768	AL356320.1	7	2	0	2	0	2	1	1	2	1	0	0	2	0	1	2
ENSG00000230214	FTLP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189280	GJB5	6	0	2	5	6	4	2	5	4	1	2	1	5	6	0	3
ENSG00000134698	AGO4	22	40	18	44	46	28	35	54	83	52	101	110	47	22	24	22
ENSG00000134690	CDCA8	2009	2239	1701	1563	1804	2090	1980	2338	3557	2338	4125	3801	2427	2149	2069	2675
ENSG00000272420	AL513477.2	2	0	1	6	3	0	2	1	5	0	3	11	1	1	0	0
ENSG00000224333	GAPDHP20	5	0	3	1	4	2	2	1	2	4	2	3	2	1	4	4
ENSG00000132881	RSG1	17	24	37	19	13	24	9	13	26	20	20	20	23	25	39	27
ENSG00000273274	ZBTB8B	1	10	2	8	47	29	66	33	26	29	30	47	16	13	7	6
ENSG00000224321	RPL12P14	30	30	47	30	39	44	56	42	196	80	159	136	172	173	186	197
ENSG00000116251	RPL22	1056	884	844	994	674	786	744	689	1614	1199	1964	2604	801	495	496	779
ENSG00000272510	AL121992.3	2	3	2	0	1	1	0	1	3	1	2	2	1	1	0	0
ENSG00000158286	RNF207	17	10	29	11	34	13	22	22	26	31	15	25	12	17	15	15
ENSG00000236648	AL136529.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232273	FTH1P1	3	4	3	2	1	1	2	1	10	10	11	29	15	11	16	10
ENSG00000009709	PAX7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000043514	TRIT1	428	372	454	479	355	387	356	407	630	464	727	777	265	134	169	270
ENSG00000186543	CROCCP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287396	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162510	MATN1	20	19	7	13	3	2	8	1	4	2	9	2	12	6	14	13
ENSG00000179002	TAS1R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223589	AL139158.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000188984	AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229259	LRRC37A12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270171	AL359881.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158008	EXTL1	8	5	10	3	7	10	10	12	5	2	7	6	4	4	7	3
ENSG00000269732	WBP1LP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130940	CASZ1	20	24	10	5	5	1	1	1	11	7	10	6	8	3	1	3
ENSG00000116771	AGMAT	3	7	18	9	7	7	11	8	86	66	101	118	10	9	6	12
ENSG00000237301	AL121992.1	0	0	0	0	0	0	1	2	4	3	8	2	3	1	1	0
ENSG00000162585	FAAP20	688	759	1039	629	485	505	339	474	1168	726	1432	1321	903	830	1036	1198
ENSG00000163879	DNALI1	0	0	2	1	1	3	3	5	13	31	27	29	26	18	19	28
ENSG00000227527	AC096540.1	8	4	7	4	4	4	8	7	5	2	8	10	3	3	5	6
ENSG00000228823	AL592309.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010803	SCMH1	949	1036	1376	771	676	722	613	788	1683	1088	1791	1546	1190	864	974	1017
ENSG00000169991	IFFO2	86	109	127	82	43	66	60	51	99	55	108	70	94	100	110	111
ENSG00000116954	RRAGC	247	152	75	155	221	179	210	171	240	238	370	392	172	117	87	103
ENSG00000228589	SPCS2P4	394	412	375	388	459	465	529	465	589	386	666	597	370	240	294	356
ENSG00000163873	GRIK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233431	AL359815.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000117215	PLA2G2D	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000196449	YRDC	121	132	122	69	113	105	101	86	114	115	207	171	114	90	57	80
ENSG00000250575	AL732372.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000237700	PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116661	FBXO2	1615	1615	2470	1519	1299	1659	1006	1194	620	398	711	655	1047	915	1129	1620
ENSG00000230163	AL122010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227538	HNRNPFP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000232208	AL139415.1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000162461	SLC25A34	1	0	1	0	3	1	0	0	0	2	4	3	0	3	0	3
ENSG00000236500	CD24P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044012	GUCA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179051	RCC2	423	456	551	396	297	336	408	308	911	532	889	787	702	687	747	894
ENSG00000215895	AL354702.1	39	46	38	41	51	43	50	50	81	47	79	111	59	40	35	40
ENSG00000231868	AL031848.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284650	AL031430.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237329	AL356320.2	5	6	3	1	4	0	0	1	0	4	4	2	1	1	0	0
ENSG00000236948	AL365255.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270850	AL356986.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287510	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126067	PSMB2	9343	9914	11290	7898	9346	8667	8895	9051	15604	11094	18662	16971	13361	11585	13325	15276
ENSG00000274944	AL139260.3	3	0	1	4	1	1	2	1	3	1	2	2	2	1	3	0
ENSG00000132906	CASP9	413	446	379	315	365	427	339	440	560	408	648	645	430	347	361	534
ENSG00000197312	DDI2	83	53	45	72	105	93	80	107	180	205	329	318	122	43	41	41
ENSG00000284748	AL513220.1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000272078	AL139423.1	2	3	5	2	0	0	1	2	9	5	6	4	4	2	4	3
ENSG00000173660	UQCRH	2179	2010	2706	1990	1505	1718	1727	1418	2537	1670	3169	3986	1618	1398	1553	1928
ENSG00000224592	AL139158.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233728	AL929472.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230451	RPS29P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	AL357873.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000215900	SELENOWP1	4	4	1	1	3	0	3	1	1	0	2	2	3	2	2	2
ENSG00000092847	AGO1	4692	4664	4846	3767	2825	2463	2392	3119	5150	3607	5607	5239	2953	1903	2085	2234
ENSG00000284632	AL354702.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204510	PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241014	AC114490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000054118	THRAP3	5074	4184	3171	4620	6138	6920	12747	7221	5969	4468	8655	8676	4020	1995	2343	3016
ENSG00000254553	AL033529.1	1	1	0	0	0	0	0	4	5	2	2	3	1	2	3	0
ENSG00000230415	LINC01786	0	0	1	1	1	1	0	0	0	1	2	1	0	0	1	0
ENSG00000177181	RIMKLA	130	120	76	82	47	57	39	50	14	17	26	34	5	5	1	4
ENSG00000284653	AL357509.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237749	AL034379.1	0	1	2	2	1	1	1	2	1	1	5	5	4	1	0	3
ENSG00000224863	LINC01398	0	0	0	4	1	0	0	0	0	1	2	0	0	0	0	0
ENSG00000276747	PADI6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284705	AL596257.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287828	NA	54	44	49	31	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228776	AC114492.1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000236009	AL592309.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228526	MIR34AHG	1	2	0	9	1	0	0	0	13	5	4	3	0	4	1	7
ENSG00000159339	PADI4	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0
ENSG00000284678	AL033527.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223814	AL691459.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197982	C1orf122	551	607	932	507	439	428	267	368	711	469	856	792	632	627	798	1061
ENSG00000225158	HSPE1P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261781	LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183317	EPHA10	21	27	28	10	2	6	4	3	15	12	24	15	14	6	7	15
ENSG00000250894	PRAMEF31P	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000183386	FHL3	688	751	606	412	278	295	296	262	1128	802	841	646	668	573	690	543
ENSG00000284743	AL139254.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158315	RHBDL2	10	6	10	10	8	3	5	3	14	6	20	7	12	15	22	27
ENSG00000229213	AL033527.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243749	TMEM35B	75	79	96	59	36	57	36	49	80	57	109	113	42	34	54	52
ENSG00000204084	INPP5B	1597	1452	1644	1474	1091	1175	1369	1157	2321	1659	2671	2029	1408	995	883	1241
ENSG00000186973	FAM183A	23	22	36	11	11	16	15	6	22	10	16	24	8	15	9	9
ENSG00000271806	AL590822.2	4	4	1	5	1	1	1	0	3	0	2	3	0	8	2	2
ENSG00000146463	ZMYM4	437	193	77	362	710	783	229	663	355	453	755	1264	205	55	83	57
ENSG00000279214	AL109659.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183520	UTP11	861	664	567	707	779	888	896	837	967	790	1355	1559	720	436	458	526
ENSG00000271164	AL139286.1	1	2	1	1	0	1	1	1	0	4	2	2	0	1	1	2
ENSG00000090686	USP48	403	306	132	288	415	445	385	448	442	363	776	954	302	148	162	168
ENSG00000271741	AC114490.2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000214141	ACTN4P2	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0
ENSG00000142686	C1orf216	1917	1858	2246	1602	1008	1148	826	1027	2153	1315	2330	1858	1526	1383	1731	1851
ENSG00000224751	SHMT1P1	19	6	1	4	17	4	6	11	11	5	9	12	10	2	4	1
ENSG00000279096	AL356289.3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000117148	ACTL8	2	1	11	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000230585	PHBP12	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
ENSG00000117000	RLF	130	46	5	114	190	189	75	146	42	111	111	397	41	10	22	8
ENSG00000284989	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178585	CTNNBIP1	288	384	336	220	248	261	205	267	544	426	630	506	491	449	448	577
ENSG00000231630	AL592464.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092853	CLSPN	99	70	21	57	193	255	328	226	155	124	215	418	72	33	63	41
ENSG00000255811	AL121988.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198754	OXCT2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000134697	GNL2	476	432	168	455	564	641	672	596	461	389	810	1400	260	83	157	145
ENSG00000187513	GJA4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238145	AL731892.1	0	0	2	0	0	1	0	1	2	0	2	1	1	1	1	0
ENSG00000225142	AC114495.1	2	2	2	1	0	2	1	2	1	2	0	1	0	2	1	0
ENSG00000230138	AC119428.2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223390	AL445685.1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000285823	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284720	AC117945.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225028	AC096541.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225671	FCF1P6	1	1	0	0	1	4	1	1	3	3	0	1	0	0	0	0
ENSG00000116151	MORN1	116	126	161	119	92	72	86	70	184	81	152	108	154	113	160	145
ENSG00000226147	TUBBP10	0	0	1	1	0	0	1	0	3	0	2	0	1	0	1	0
ENSG00000182873	PRKCZ-AS1	7	3	9	3	4	4	3	2	18	8	13	8	4	5	8	7
ENSG00000286518	NA	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178715	AL450998.1	949	873	1366	870	1989	2203	2163	2243	3358	2052	3900	3543	2623	2257	2760	3189
ENSG00000006555	TTC22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236111	AL603882.1	13	1	2	5	10	7	6	6	7	11	5	20	6	5	4	8
ENSG00000066056	TIE1	0	0	2	0	4	8	0	10	0	0	3	1	5	4	4	4
ENSG00000214114	MYCBP	171	127	107	144	253	311	248	260	279	289	488	733	182	74	94	71
ENSG00000173436	MINOS1	553	450	634	493	520	542	554	478	1199	755	1326	1253	691	566	668	895
ENSG00000116544	DLGAP3	16	9	12	7	4	6	5	1	7	8	5	0	3	2	2	5
ENSG00000231900	GOT2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236723	AL606760.2	1	2	0	0	1	1	1	1	1	3	1	3	0	0	1	0
ENSG00000232467	TMA16P2	1	0	0	0	0	4	3	2	2	3	1	6	2	1	0	0
ENSG00000117016	RIMS3	223	204	233	184	49	51	22	42	312	225	256	251	100	109	155	133
ENSG00000121310	ECHDC2	539	563	590	398	296	273	259	254	594	401	694	545	373	276	311	357
ENSG00000169213	RAB3B	7315	5428	2347	4418	4756	4280	6351	4803	18614	19031	27138	30330	7040	3432	2493	2384
ENSG00000163866	SMIM12	1517	1600	1661	1199	1517	1452	1570	1492	2354	1645	2637	2190	1405	1250	1377	1664
ENSG00000225779	AL122001.1	1	2	2	3	6	1	1	2	2	3	2	0	2	1	4	0
ENSG00000236546	AL033527.2	1	1	0	3	5	5	14	12	13	5	12	6	3	10	10	12
ENSG00000284601	AL590440.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000049249	TNFRSF9	34	26	31	38	113	139	148	108	648	565	859	786	222	92	73	111
ENSG00000237130	MRPS6P2	2	0	0	1	0	7	3	2	1	6	1	2	1	5	2	2
ENSG00000116990	MYCL	30	44	46	25	14	9	9	6	11	5	11	11	10	6	2	6
ENSG00000143001	TMEM61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229716	RPL23AP19	5	1	0	2	2	0	0	3	0	0	2	0	0	2	2	2
ENSG00000226133	AL356289.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227416	AL929472.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232335	AL354864.1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000260971	AC119674.1	0	0	1	0	0	0	5	0	0	0	0	0	2	2	4	12
ENSG00000259832	CYP4A26P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284696	AL596275.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238242	AC097066.1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000285839	NA	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000237290	LINC01343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232762	AL355483.3	4	5	9	5	4	4	3	2	5	6	3	3	13	7	3	4
ENSG00000117419	ERI3	4526	5144	6370	3859	2944	3403	2887	3500	6710	4274	7407	6084	4707	4289	5557	5860
ENSG00000162384	C1orf123	440	401	523	295	577	599	715	561	592	419	645	827	454	357	409	529
ENSG00000162391	FAM151A	5	13	13	7	7	3	2	6	24	8	18	11	16	17	15	19
ENSG00000174348	PODN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000154198	CYP4Z2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117859	OSBPL9	1184	868	397	1112	1426	1523	1123	1567	1180	1229	2139	2647	649	254	269	274
ENSG00000228121	PHBP3	137	139	174	96	156	190	175	187	282	181	290	293	189	176	160	218
ENSG00000253313	C1orf210	2	0	0	3	0	0	0	2	0	0	0	1	1	2	0	0
ENSG00000162396	PARS2	1155	1058	1252	966	621	677	604	706	1429	1100	1913	1270	1472	1129	1570	1446
ENSG00000203995	ZYG11A	92	69	88	105	45	58	63	62	206	195	287	250	123	117	105	110
ENSG00000227742	CALR4P	0	1	0	0	2	0	3	0	3	1	0	2	2	0	1	1
ENSG00000284686	AC119674.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000162378	ZYG11B	468	147	29	254	499	485	488	491	333	390	772	1122	211	65	67	35
ENSG00000233079	LINC01755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162599	NFIA	631	288	102	384	207	228	442	262	181	239	380	761	175	45	91	65
ENSG00000259818	AL606760.3	16	7	10	11	22	31	10	25	13	23	18	12	7	4	13	14
ENSG00000229444	AL451062.1	4	2	1	1	3	2	7	4	2	3	10	5	2	0	1	0
ENSG00000240563	L1TD1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234318	AC099794.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000284773	NA	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0
ENSG00000234481	AC117945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117862	TXNDC12	303	257	226	252	283	284	265	236	395	360	592	706	258	158	191	296
ENSG00000162551	ALPL	8	12	14	10	0	0	0	1	8	25	21	14	6	7	3	4
ENSG00000235612	AL353681.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228369	TXNDC12-AS1	1	8	3	0	1	3	2	3	3	5	0	1	1	1	0	2
ENSG00000183431	SF3A3	8395	7816	8234	6425	7685	7348	7279	7562	11699	8851	13671	12401	7607	5280	4318	6241
ENSG00000227485	AL162400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224609	HSD52	7	5	5	12	17	20	13	32	10	8	10	22	19	2	9	4
ENSG00000235545	AC103923.1	2	0	0	1	0	3	0	1	2	1	0	3	4	1	0	0
ENSG00000236646	LAMTOR5P1	3	1	4	3	7	9	6	13	5	5	15	9	2	2	2	5
ENSG00000169174	PCSK9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232198	MTCO2P34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231622	RPS29P7	17	4	6	8	6	4	4	6	8	12	13	5	5	3	0	4
ENSG00000238063	LINC01685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235804	AL357078.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227104	PIGQP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243725	TTC4	130	141	164	142	106	113	96	144	239	137	262	274	177	115	135	156
ENSG00000116985	BMP8B	16	23	25	15	11	4	11	3	23	14	13	33	7	18	6	11
ENSG00000171872	KLF17	0	0	2	2	0	0	0	0	1	0	0	5	0	0	0	0
ENSG00000162407	PLPP3	15	2	4	8	23	7	13	9	2	0	0	1	31	7	26	4
ENSG00000285079	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169218	RSPO1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
ENSG00000163877	SNIP1	138	153	133	111	157	124	175	122	383	339	543	703	287	207	189	293
ENSG00000228929	RPS13P2	2064	1739	2505	1722	1777	1554	1522	1520	2621	1637	2898	2515	1715	1412	1763	2127
ENSG00000224570	AC097063.1	0	0	0	0	2	0	2	6	0	0	0	0	0	0	0	0
ENSG00000224980	RPL23AP85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185031	SLC2A3P2	2	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0
ENSG00000278967	AL138847.2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157184	CPT2	469	419	436	381	395	363	359	330	746	486	950	744	647	455	507	575
ENSG00000272491	AL109659.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198815	FOXJ3	1365	943	609	1172	747	721	271	824	1341	991	1445	1358	658	325	258	280
ENSG00000134744	ZCCHC11	164	107	23	166	112	177	88	150	120	57	114	336	64	31	30	14
ENSG00000162437	RAVER2	73	28	18	59	48	66	51	62	44	62	81	77	33	6	18	4
ENSG00000233910	GTF2F2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287703	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283039	KLF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229032	AL445685.2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0
ENSG00000229294	AL139294.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000184292	TACSTD2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187140	FOXD3	9	12	13	8	5	8	7	6	10	2	14	5	10	7	7	19
ENSG00000226754	AL606760.1	67	78	83	90	75	74	81	87	128	116	161	169	59	61	45	59
ENSG00000232993	AL445183.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234088	RPS15AP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236973	GAPDHP51	2	1	5	2	3	2	0	2	5	3	3	2	1	1	3	3
ENSG00000227947	LINC01738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277397	AL606760.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271200	AC099791.2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
ENSG00000235446	AL512271.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261196	CYP4A43P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224209	LINC00466	5	9	2	1	4	10	4	10	13	5	13	12	0	4	4	7
ENSG00000237853	NFIA-AS1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
ENSG00000162385	MAGOH	154	155	125	147	183	217	236	210	203	158	297	420	171	75	109	127
ENSG00000231413	AL356289.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234264	DEPDC1-AS1	0	6	3	2	6	14	12	0	3	7	5	11	6	0	0	2
ENSG00000242391	AC099677.4	4	0	2	5	0	2	2	4	0	1	3	2	2	2	0	0
ENSG00000223883	LINC01707	0	1	0	0	1	2	0	0	1	0	0	2	0	0	0	0
ENSG00000284808	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242267	SKINT1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
